title	text	publication_date
تدابير مهمة لحماية الهوية من السرقة على الإنترنت	يتعين على المستخدم أن يتعامل بشكل حذر مع بياناته الشخصية على الإنترنت لأن أضرار سرقة الهوية قد تكون جسيمة للغاية أو باهظة التكلفة، ولهذا نقدم هذه النصائح بشأن حماية الهوية من السرقة على الإنترنت.	25/4/2024
واتساب تختبر خاصية لنقل الملفات دون الحاجة إلى اتصال بالإنترنت	تختبر منصة المراسلة الفورية واتساب ميزة جديدة يطلق عليها اسم “بيبول نيرباي” (People Nearby)، قد تمكن المستخدمين من نقل الملفات ومشاركتها دون الحاجة إلى اتصال بالإنترنت.	24/4/2024
تعرف إلى موعد حدث آبل القادم	أعلنت شركة آبل الثلاثاء عن موعد حدثها الجديد القادم في 7 مايو/أيار المقبل، وبحسب التقارير الصحفية مؤخرا، قد تطرح الشركة الإصدارات المجددة التي طال انتظارها لأجهزة آيباد برو وآيباد إير خلال هذا الحدث.	24/4/2024
دراسة: الذكاء الاصطناعي أكثر تعاطفا من البشر.. ولكن!	توصل باحثون بقيادة علماء من جامعة جنوب كاليفورنيا الأميركية إلى أن الذكاء الاصطناعي يُشعر الناس بأن هناك أحد يستمع إليهم بصدق أكثر من البشر، وهو تطور يمكن أن يكون مفيدا في مستقبل العلاج النفسي.	24/4/2024
دبوس الذكاء الاصطناعي من شركة هيومان.. ثورة تقنية أم خدعة جديدة؟	في عصر يسعى فيه قطاع التقنية بأكمله جاهدا لاكتشاف الجهاز الثوري القادم، الذي قد يزيح الهاتف الذكي عن عرشه، تتألق الابتكارات الجديدة بوعودها، ولكنها غالبًا ما تفشل في تحقيق التوقعات.	23/4/2024
المفوضية الأوروبية تطلب من تيك توك تقييم المخاطر الصحية لتطبيقها الجديد	أمرت المفوضية الأوروبية الاثنين خدمة تيك توك لتبادل مقاطع الفيديو القصيرة بتقديم تقييم بشأن المخاطر الصحية المحتملة لتطبيقها الجديد “تيك توك لايت” خلال 24 ساعة، وإلا سوف تتعرض لغرامات يومية.	23/4/2024
غوغل تفصل عشرات الموظفين لاحتجاجهم على مشروع نيمبوس مع إسرائيل	فصلت شركة غوغل 20 موظفا آخر بعد مشاركتهم في الاحتجاجات ضد عقد الشركة الأميركية لتزويد حكومة وجيش الاحتلال الإسرائيلي بخدمات الحوسبة السحابية والذكاء الاصطناعي، ليصل إلى 50 إجمالي الموظفين المفصولين.	23/4/2024
إيسر تطلق الكروم بوك بلس 514 الجديد	أطلقت شركة إيسر الكروم بوك بلس 514 الجديد، الذي يعمل بنظام التشغيل “كروم أو إس”، ويتناسب بشكل أكثر مع التطبيقات المكتبية التقليدية.	23/4/2024
سهم تسلا يتراجع بقوة بعد تخفيض أسعار سياراتها	واجهت أسهم عملاق السيارات الكهربائية الأميركي تسلا انخفاضا حادا خلال تداولات ما قبل السوق، اليوم الاثنين، واستمر الانخفاض بعد فتح السوق، إثر عطلة نهاية أسبوع مضطربة، تُوجت بتخفيضات في أسعار سياراتها.	22/4/2024
غوغل تعكف على إدخال مزايا وتحسينات على آندرويد 15	أعلنت شركة غوغل أنها تعكف على إدخال مزايا وتحسينات جديدة في نظام التشغيل آندرويد 15، الذي أطلقت نسخته التجريبية الأولى مؤخرا، بينها ميزة عرض حالة ذاكرة التخزين الداخلية.	22/4/2024
باحثون يابانيون يبتكرون أداة ذكاء اصطناعي تتنبأ بموعد استقالة الموظفين	بات بإمكان أرباب العمل القلقين من المدة التي سيبقى خلالها الموظف في منصبه قبل أن يستقيل، الاعتماد قريبا على أداة تستند إلى الذكاء الاصطناعي لتحديد الموظفين اللذين يُحتمل أنهم سيغادرون الشركة.	21/4/2024
دراسة: الصناعة الأوروبية ليست مستعدة لهجمات القراصنة الإلكترونيين	أظهرت دراسة أجرتها شركة سيسكو الأميركية للتكنولوجيا أن الصناعة الأوروبية ليست مستعدة بشكل جيد لمواجهة هجمات القراصنة الإلكترونيين.	21/4/2024
الكونغرس يقر مشروع قانون جديد لحظر تيك توك في أميركا	أقر مجلس النواب الأميركي يوم السبت مشروع قانون يقضي بحظر تطبيق تيك توك في الولايات المتحدة، إذا رفضت شركة “بايت دانس” الصينية، المالكة للتطبيق، بيع حصتها في غضون عام.	21/4/2024
تقنيات الذكاء الاصطناعي تتجه نحو استهلاك طاقة أكثر من الهند	تهدد احتياجات الذكاء الاصطناعي الشرهة للطاقة لإجراء عمليات الحوسبة باستهلاك طاقة هائلة من الكهرباء، مما يستدعي من الصناعة تغيير نهجها في التعامل مع هذه التقنيات، وفقا للرئيس التنفيذي رينيه هاس.	21/4/2024
مايكروسوفت تعمل على أداة ذكاء اصطناعي تحول صورة ومقطعا صوتيا إلى "وجه ناطق"	ابتكر باحثون من شركة “مايكروسوفت” أداة ذكاء اصطناعي قادرة على تحويل صورة وجه ومقطع صوتي إلى فيديو واقعي جدا لـ”وجه يتكلم”، بحسب وثيقة نشرتها شركة التكنولوجيا الكبرى هذا الأسبوع.	21/4/2024
تطوير منصة للذكاء الاصطناعي لتحسين تشخيص سرطان المريء	طورت مجموعة من العلماء الصينيين، منصة للذكاء الاصطناعي من شأنها مضاعفة معدل اكتشاف سرطان المريء في المراحل المبكرة.	21/4/2024
أطباء يابانيون يقاضون خرائط غوغل.. ما السبب؟	رفع نحو 60 طبيبا يابانيا دعوى جماعية ضد خرائط “غوغل” لتجاهلها التقييمات السلبية والمسيئة التي يتلقونها أحيانا.	20/4/2024
كيف تحافظ على عمر بطارية هاتف الآيفون لأطول فترة ممكنة؟	في عصر أصبحت فيه هواتفنا الذكية محور حياتنا الشخصية والمهنية، نتمنى دائما أن تدوم بطارية الهواتف لأطول فترة ممكنة، فكيف يمكن لمستخدمي هواتف آيفون الحفاظ على بطارية أجهزتهم لأطول فترة ممكنة.	20/4/2024
كيف تحمي نفسك وأحباءك من مكالمات الاحتيال بالذكاء الاصطناعي؟	تتلقى مكالمة عشوائية من أحد أفراد عائلتك شارحا لك كيف تعرّض لحادث سيارة مروّع. ويحتاج منك حالا إرسال مبلغ من النقود. ورغم أن الصوت صوته والمكالمة واردة من رقمه، إلا أنك تشعر بأن هناك خطبا ما.	20/4/2024
